object,telescope,filter,file,z,fwhm_arcsec,sigma_min_arcsec,sigma_min_kpc,smallest_safe_grid_radius_kpc
LSQ12gln,dup,V,LSQ12gln_V_comb_dup.fits,0.112,0.7535598368635138,0.32000739863483274,0.6520030053397137,1.0
KISS13l,swo,V,KISS13l_V_comb_swo.fits,0.13201,0.7514979282143676,0.3191317866518716,0.7492169905682546,1.0
SN2011iy,swo,V,SN2011iy_V_comb_swo.fits,0.0043,0.7506722311319042,0.3187811453855864,0.028312249456990703,1.0
SN2012ar,dup,B,SN2012ar_B_comb_dup.fits,0.0283,0.7494291214179506,0.3182532452954811,0.18069505266634037,1.0
LSQ12gln,dup,B,LSQ12gln_B_comb_dup.fits,0.112,0.7488619371841748,0.3180123843282184,0.6479382389338201,1.0
LSQ12btn,swo,V,LSQ12btn_V_comb_swo.fits,0.054,0.7483567274282795,0.31779784149851836,0.33391359234824725,1.0
SN05hc,dup,V,SN05hc_V_comb_dup.fits,0.046,0.7469973020882007,0.31722054670992195,0.28663142082734494,1.0
SN06ax,dup,B,SN06ax_B_comb_dup.fits,0.017,0.7442688776661972,0.316061891538899,0.10927661970982504,1.0
LSQ12gzm,swo,V,LSQ12gzm_V_comb_swo.fits,0.1,0.7427329521278665,0.3154096440172373,0.5817084595876986,1.0
SN2012bo,swo,V,SN2012bo_V_comb_swo.fits,0.0254,0.7412570552175561,0.3147828883067852,0.16097061742029672,1.0
SN06fw,dup,V,SN06fw_V_comb_dup.fits,0.0835,0.7411352227489061,0.31473115082098146,0.4939945924459999,1.0
ASAS15da,dup,B,ASAS15da_B_comb_dup.fits,0.048,0.7381648715712563,0.3134697588161369,0.29485650502052163,1.0
LSQ13dpm,dup,V,LSQ13dpm_V_comb_dup.fits,0.05086,0.7368879520166881,0.3129275010086825,0.31082945423006053,1.0
SN06lu,dup,V,SN06lu_V_comb_dup.fits,0.068,0.7353246819291851,0.31226364132615525,0.40641438476956215,1.0
LSQ14gfn,dup,V,LSQ14gfn_V_comb_dup.fits,0.1217,0.7333942054655929,0.31144384345341936,0.6819565878389083,1.0
SN2011iy,dup,B,SN2011iy_B_comb_dup.fits,0.0043,0.7323007662380131,0.31097950256678253,0.027619353842373528,1.0
SN05hj,dup,V,SN05hj_V_comb_dup.fits,0.0574,0.7314406000621805,0.31061422362428004,0.34552550271544336,1.0
SN2011jt,swo,V,SN2011jt_V_comb_swo.fits,0.028,0.7303459328824848,0.3101493612743924,0.17429000162044989,1.0
ASAS15da,dup,V,ASAS15da_V_comb_dup.fits,0.048,0.7282648206785681,0.30926559429257644,0.2909019760011038,1.0
LSQ12fuk,dup,V,LSQ12fuk_V_comb_dup.fits,0.02,0.7273728993191746,0.3088868301652387,0.1251871358171627,1.0
SN2012bo,dup,B,SN2012bo_B_comb_dup.fits,0.0254,0.7260858443904761,0.3083402682606828,0.15767605292791312,1.0
SN06ax,dup,V,SN06ax_V_comb_dup.fits,0.017,0.7242660877013625,0.30756748874704076,0.10633972776430009,1.0
LSQ12hjm,dup,V,LSQ12hjm_V_comb_dup.fits,0.07,0.7211972687706356,0.3062642813375393,0.4093707709273217,1.0
ASAS15db,swo,V,ASAS15db_V_comb_swo.fits,0.011,0.720506923084837,0.3059711185171975,0.06895102829069158,1.0
SN07cg,dup,B,SN07cg_B_comb_dup.fits,0.033,0.7204559976421788,0.30594949247287806,0.20141967513185915,1.0
LSQ12btn,dup,B,LSQ12btn_B_comb_dup.fits,0.054,0.7173677454783814,0.3046380325291282,0.320086440260412,1.0
LSQ13ry,swo,V,LSQ13ry_V_comb_swo.fits,0.03,0.7166613616390106,0.3043380589320538,0.18280071626956385,1.0
SN2012bl,swo,V,SN2012bl_V_comb_swo.fits,0.0187,0.7159305208231876,0.30402769941334445,0.11538983786618633,1.0
LSQ12agq,dup,B,LSQ12agq_B_comb_dup.fits,0.064,0.7139719688096574,0.3031959789522998,0.3731458698101939,1.0
LSQ13aiz,swo,V,LSQ13aiz_V_comb_swo.fits,0.009,0.7122928363436993,0.302482917047845,0.05590719296099564,1.0
LSQ12hno,dup,V,LSQ12hno_V_comb_dup.fits,0.048,0.7099501953435847,0.3014880890120221,0.28358628458173474,1.0
LSQ12btn,dup,V,LSQ12btn_V_comb_dup.fits,0.054,0.7097539318874537,0.3014047435960761,0.31668918898380044,1.0
LSQ15aja,swo,V,LSQ15aja_V_comb_swo.fits,0.07,0.7093785558409925,0.3012453360662934,0.4026621548067642,1.0
SN2012ar,swo,V,SN2012ar_V_comb_swo.fits,0.0283,0.7091158778182752,0.30113378698071824,0.17097511589418513,1.0
KISS13j,swo,V,KISS13j_V_comb_swo.fits,0.0766,0.7088357286172307,0.301014818568828,0.43691247597997024,1.0
ASAS15be,dup,V,ASAS15be_V_comb_dup.fits,0.0219,0.708179904205638,0.3007363155838647,0.13315696961605467,1.0
LSQ12hzj,swo,V,LSQ12hzj_V_comb_swo.fits,0.029,0.707328835983382,0.30037490018651747,0.1746157544044576,1.0
SN2012bo,dup,V,SN2012bo_V_comb_dup.fits,0.0254,0.7062059946277672,0.2998980733657232,0.1533589652617637,1.0
LSQ12fxd,dup,V,LSQ12fxd_V_comb_dup.fits,0.031,0.7059257065029221,0.2997790459583268,0.18584131601344248,1.0
SN2011iy,dup,V,SN2011iy_V_comb_dup.fits,0.0043,0.7056195018479968,0.2996490128139379,0.02661304698578577,1.0
LSQ12agq,swo,V,LSQ12agq_V_comb_swo.fits,0.064,0.7034735218284027,0.29873769900712605,0.3676590267664709,1.0
LSQ13vy,swo,V,LSQ13vy_V_comb_swo.fits,0.032,0.7026958425108862,0.2984074490081261,0.19072965558464583,1.0
SN2012ar,dup,V,SN2012ar_V_comb_dup.fits,0.0283,0.6978056017310357,0.2963307549566338,0.16824809225065787,1.0
LSQ13dhj,swo,V,LSQ13dhj_V_comb_swo.fits,0.0935,0.6975612823216292,0.2962270020563126,0.5146508813993892,1.0
SN06os,dup,V,SN06os_V_comb_dup.fits,0.033,0.6936206828725078,0.29455358354714173,0.19391725943866253,1.0
LSQ12hnr,swo,V,LSQ12hnr_V_comb_swo.fits,0.1243,0.6934454462073141,0.29447916738716234,0.6566504099749916,1.0
LSQ13dpm,swo,V,LSQ13dpm_V_comb_swo.fits,0.05086,0.6899434260929171,0.2929919963730601,0.29102760873639966,1.0
LSQ13abo,swo,V,LSQ13abo_V_comb_swo.fits,0.067,0.6870275875946608,0.291753753771716,0.374574862171821,1.0
CSP12G,swo,V,CSP12G_V_comb_swo.fits,0.03697,0.6838840023712296,0.2904187960410543,0.21318169903100637,1.0
SN07bm,dup,V,SN07bm_V_comb_dup.fits,0.006,0.6779711913824789,0.28790785640419003,0.03560548156169085,1.0
LSQ12agq,dup,V,LSQ12agq_V_comb_dup.fits,0.064,0.6750374892037354,0.2866620277962104,0.35279739551031253,1.0
LSQ13pf,swo,V,LSQ13pf_V_comb_swo.fits,0.085,0.6730757830339689,0.2858289678883393,0.455896473517217,1.0
LSQ12cda,swo,V,LSQ12cda_V_comb_swo.fits,0.13749,0.6640323482137802,0.2819885747172043,0.6852652491840496,1.0
LSQ12blp,swo,V,LSQ12blp_V_comb_swo.fits,0.074,0.657661539302649,0.27928314127035786,0.3927988052784238,1.0
SN06ej,dup,V,SN06ej_V_comb_dup.fits,0.02,0.6532940530366834,0.2774284406212863,0.11243752884194382,1.0
SN2011jh,swo,V,SN2011jh_V_comb_swo.fits,0.008,0.6509040059725075,0.2764134810836268,0.04546764137868657,1.0
LSQ12bld,swo,V,LSQ12bld_V_comb_swo.fits,0.083,0.650838972457441,0.27638586389257913,0.4314611606924937,1.0
LSQ12aor,dup,B,LSQ12aor_B_comb_dup.fits,0.093,0.6501989241289842,0.27611406039328096,0.47741732395282155,1.0
SN07ux,dup,V,SN07ux_V_comb_dup.fits,0.031,0.6414907777408578,0.27241605110951345,0.1688782392362904,1.0
SN08bz,dup,V,SN08bz_V_comb_dup.fits,0.06,0.6239888105634579,0.26498364997366786,0.30717599234611676,1.0
LSQ11bk,swo,V,LSQ11bk_V_comb_swo.fits,0.037,0.6166350597901793,0.2618607995508527,0.19236780824512545,1.0
LSQ12aor,dup,V,LSQ12aor_V_comb_dup.fits,0.093,0.6075850768311154,0.25801762564116865,0.4461275321901905,1.0
ASAS15cb,swo,V,ASAS15cb_V_comb_swo.fits,0.04004,0.606792872435626,0.2576812074094821,0.20410863360077844,1.0
LSQ12hvj,swo,V,LSQ12hvj_V_comb_swo.fits,0.071,0.5755787356386388,0.24442578398005527,0.33099401665419587,1.0
SN06bd,dup,B,SN06bd_B_comb_dup.fits,0.026,0.5161824675752712,0.21920251131907068,0.1146586973530538,1.0
KISS13l,dup,B,KISS13l_B_comb_dup.fits,0.13201,0.5042021835879869,0.21411495313704965,0.502671835068556,1.0
SN07nq,dup,V,SN07nq_V_comb_dup.fits,0.045,0.4626260362880688,0.19645918900014653,0.17386230665930927,1.0
SN07ux,dup,B,SN07ux_B_comb_dup.fits,0.031,0.445140580028106,0.18903379940536202,0.11718727684988749,1.0
SN08ar,dup,B,SN08ar_B_comb_dup.fits,0.026,0.4064766110156376,0.17261472352138707,0.09028992972672156,1.0
SN08ar,dup,V,SN08ar_V_comb_dup.fits,0.026,0.3993512487375966,0.169588860762542,0.08870718562305896,1.0
SN07hx,dup,B,SN07hx_B_comb_dup.fits,0.0798,0.398751919133273,0.16933434891328702,0.2550992159511369,1.0
ASAS14hr,dup,B,ASAS14hr_B_comb_dup.fits,0.03362,0.3973755846850063,0.16874987348758685,0.11309852019161126,1.0
SN06os,dup,B,SN06os_B_comb_dup.fits,0.033,0.3960573292225119,0.16819006193626423,0.11072673257862238,1.0
SN07al,dup,B,SN07al_B_comb_dup.fits,0.012,0.3943364720698818,0.1674592811888091,0.04111783990100892,1.0
SN07nq,dup,B,SN07nq_B_comb_dup.fits,0.045,0.3608878715622877,0.1532549683886968,0.13562746770291553,1.0
SN07ol,dup,B,SN07ol_B_comb_dup.fits,0.056,0.3602886506109948,0.1530005026801356,0.1663201256061491,1.0
