file,object,filter,telescope,redshift,ned_resolved_name,ned_error
D:\Thesis\pd\CSPAll\LSQ14gfb_V_comb_dup.fits,LSQ14gfb,V,duPont,0.0527,LSQ14gfb,
D:\Thesis\pd\CSPAll\LSQ14gfb_V_comb_swo.fits,LSQ14gfb,V,Swope,0.0527,LSQ14gfb,
D:\Thesis\pd\CSPAll\LSQ14gfn_B_comb_dup.fits,LSQ14gfn,B,duPont,0.1217,LSQ14gfn,
D:\Thesis\pd\CSPAll\LSQ14gfn_V_comb_dup.fits,LSQ14gfn,V,duPont,0.1217,LSQ14gfn,
D:\Thesis\pd\CSPAll\LSQ14gfn_V_comb_swo.fits,LSQ14gfn,V,Swope,0.1217,LSQ14gfn,
D:\Thesis\pd\CSPAll\LSQ14ghv_B_comb_dup.fits,LSQ14ghv,B,duPont,,,
D:\Thesis\pd\CSPAll\LSQ14ghv_V_comb_dup.fits,LSQ14ghv,V,duPont,,,
D:\Thesis\pd\CSPAll\LSQ14ghv_V_comb_swo.fits,LSQ14ghv,V,Swope,,,
D:\Thesis\pd\CSPAll\LSQ14gov_B_comb_dup.fits,LSQ14gov,B,duPont,0.0896,LSQ14gov,
D:\Thesis\pd\CSPAll\LSQ14gov_V_comb_dup.fits,LSQ14gov,V,duPont,0.0896,LSQ14gov,
D:\Thesis\pd\CSPAll\LSQ14ie_B_comb_dup.fits,LSQ14ie,B,duPont,0.08954,LSQ14ie,
D:\Thesis\pd\CSPAll\LSQ14ie_V_comb_dup.fits,LSQ14ie,V,duPont,0.08954,LSQ14ie,
D:\Thesis\pd\CSPAll\LSQ14ip_B_comb_dup.fits,LSQ14ip,B,duPont,0.0613,LSQ14ip,
D:\Thesis\pd\CSPAll\LSQ14ip_V_comb_dup.fits,LSQ14ip,V,duPont,0.0613,LSQ14ip,
D:\Thesis\pd\CSPAll\LSQ14jp_B_comb_dup.fits,LSQ14jp,B,duPont,0.0454,LSQ14jp,
D:\Thesis\pd\CSPAll\LSQ14jp_V_comb_dup.fits,LSQ14jp,V,duPont,0.0454,LSQ14jp,
D:\Thesis\pd\CSPAll\LSQ14mc_B_comb_dup.fits,LSQ14mc,B,duPont,0.05662,LSQ14mc,
D:\Thesis\pd\CSPAll\LSQ14mc_V_comb_dup.fits,LSQ14mc,V,duPont,0.05662,LSQ14mc,
D:\Thesis\pd\CSPAll\LSQ14q_B_comb_dup.fits,LSQ14q,B,duPont,0.06695,LSQ14q,
D:\Thesis\pd\CSPAll\LSQ14q_V_comb_dup.fits,LSQ14q,V,duPont,0.06695,LSQ14q,
D:\Thesis\pd\CSPAll\LSQ14wp_B_comb_dup.fits,LSQ14wp,B,duPont,0.06945,LSQ14wp,
D:\Thesis\pd\CSPAll\LSQ14wp_V_comb_dup.fits,LSQ14wp,V,duPont,0.06945,LSQ14wp,
D:\Thesis\pd\CSPAll\LSQ14wp_V_comb_swo.fits,LSQ14wp,V,Swope,0.06945,LSQ14wp,
D:\Thesis\pd\CSPAll\LSQ14xi_B_comb_dup.fits,LSQ14xi,B,duPont,0.0508,LSQ14xi,
D:\Thesis\pd\CSPAll\LSQ14xi_V_comb_dup.fits,LSQ14xi,V,duPont,0.0508,LSQ14xi,
D:\Thesis\pd\CSPAll\LSQ15aae_B_comb_dup.fits,LSQ15aae,B,duPont,0.0516,LSQ15aae,
D:\Thesis\pd\CSPAll\LSQ15aae_V_comb_dup.fits,LSQ15aae,V,duPont,0.0516,LSQ15aae,
D:\Thesis\pd\CSPAll\LSQ15agh_B_comb_dup.fits,LSQ15agh,B,duPont,0.0603,LSQ15agh,
D:\Thesis\pd\CSPAll\LSQ15agh_V_comb_dup.fits,LSQ15agh,V,duPont,0.0603,LSQ15agh,
D:\Thesis\pd\CSPAll\LSQ15aja_B_comb_dup.fits,LSQ15aja,B,duPont,0.07,LSQ15aja,
D:\Thesis\pd\CSPAll\LSQ15aja_V_comb_dup.fits,LSQ15aja,V,duPont,0.07,LSQ15aja,
D:\Thesis\pd\CSPAll\LSQ15aja_V_comb_swo.fits,LSQ15aja,V,Swope,0.07,LSQ15aja,
D:\Thesis\pd\CSPAll\LSQ15alq_B_comb_dup.fits,LSQ15alq,B,duPont,0.0471,LSQ15alq,
D:\Thesis\pd\CSPAll\LSQ15alq_V_comb_dup.fits,LSQ15alq,V,duPont,0.0471,LSQ15alq,
D:\Thesis\pd\CSPAll\LSQ15alq_V_comb_swo.fits,LSQ15alq,V,Swope,0.0471,LSQ15alq,
D:\Thesis\pd\CSPAll\LSQ15bv_B_comb_dup.fits,LSQ15bv,B,duPont,0.0689,LSQ15bv,
D:\Thesis\pd\CSPAll\LSQ15bv_V_comb_dup.fits,LSQ15bv,V,duPont,0.0689,LSQ15bv,
D:\Thesis\pd\CSPAll\LSQ15bv_V_comb_swo.fits,LSQ15bv,V,Swope,0.0689,LSQ15bv,
D:\Thesis\pd\CSPAll\PS1-14xw_V_comb_swo.fits,PS1-14xw,V,Swope,0.024,PS1-14xw,
D:\Thesis\pd\CSPAll\PS15sv_B_comb_dup.fits,PS15sv,B,duPont,0.0333,PS15sv,
D:\Thesis\pd\CSPAll\PS15sv_V_comb_dup.fits,PS15sv,V,duPont,0.0333,PS15sv,
D:\Thesis\pd\CSPAll\PS15sv_V_comb_swo.fits,PS15sv,V,Swope,0.0333,PS15sv,
D:\Thesis\pd\CSPAll\PTF11pbp_B_comb_dup.fits,PTF11pbp,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF11pbp_V_comb_dup.fits,PTF11pbp,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF11pbp_V_comb_swo.fits,PTF11pbp,V,Swope,,,
D:\Thesis\pd\CSPAll\PTF11ppn_B_comb_dup.fits,PTF11ppn,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF11ppn_V_comb_dup.fits,PTF11ppn,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF11ppn_V_comb_swo.fits,PTF11ppn,V,Swope,,,
D:\Thesis\pd\CSPAll\PTF11pra_B_comb_dup.fits,PTF11pra,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF11pra_V_comb_dup.fits,PTF11pra,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF11pra_V_comb_swo.fits,PTF11pra,V,Swope,,,
D:\Thesis\pd\CSPAll\PTF13anh_B_comb_dup.fits,PTF13anh,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF13anh_V_comb_dup.fits,PTF13anh,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF13duj_B_comb_dup.fits,PTF13duj,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF13duj_V_comb_dup.fits,PTF13duj,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF13duj_V_comb_swo.fits,PTF13duj,V,Swope,,,
D:\Thesis\pd\CSPAll\PTF13dwl_B_comb_dup.fits,PTF13dwl,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF13dwl_V_comb_dup.fits,PTF13dwl,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF13dym_B_comb_dup.fits,PTF13dym,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF13dym_V_comb_dup.fits,PTF13dym,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF13ebh_B_comb_dup.fits,PTF13ebh,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF13ebh_V_comb_dup.fits,PTF13ebh,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF13ebh_V_comb_swo.fits,PTF13ebh,V,Swope,,,
D:\Thesis\pd\CSPAll\PTF13efe_B_comb_dup.fits,PTF13efe,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF13efe_V_comb_dup.fits,PTF13efe,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF13efe_V_comb_swo.fits,PTF13efe,V,Swope,,,
D:\Thesis\pd\CSPAll\PTF13ez_B_comb_dup.fits,PTF13ez,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF13ez_V_comb_dup.fits,PTF13ez,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF14aje_B_comb_dup.fits,PTF14aje,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF14aje_V_comb_dup.fits,PTF14aje,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF14fpg_B_comb_dup.fits,PTF14fpg,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF14fpg_V_comb_dup.fits,PTF14fpg,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF14fpg_V_comb_swo.fits,PTF14fpg,V,Swope,,,
D:\Thesis\pd\CSPAll\PTF14gnl_B_comb_dup.fits,PTF14gnl,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF14gnl_V_comb_dup.fits,PTF14gnl,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF14uo_B_comb_dup.fits,PTF14uo,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF14uo_V_comb_dup.fits,PTF14uo,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF14w_B_comb_dup.fits,PTF14w,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF14w_V_comb_dup.fits,PTF14w,V,duPont,,,
D:\Thesis\pd\CSPAll\PTF14w_V_comb_swo.fits,PTF14w,V,Swope,,,
D:\Thesis\pd\CSPAll\PTF14yy_B_comb_dup.fits,PTF14yy,B,duPont,,,
D:\Thesis\pd\CSPAll\PTF14yy_V_comb_dup.fits,PTF14yy,V,duPont,,,
D:\Thesis\pd\CSPAll\SN04dt_B_comb_dup.fits,SN04dt,B,duPont,0.02,SN2004dt,
D:\Thesis\pd\CSPAll\SN04dt_V_comb_dup.fits,SN04dt,V,duPont,0.02,SN2004dt,
D:\Thesis\pd\CSPAll\SN04ef_B_comb_dup.fits,SN04ef,B,duPont,0.031,SN2004ef,
D:\Thesis\pd\CSPAll\SN04ef_V_comb_dup.fits,SN04ef,V,duPont,0.031,SN2004ef,
D:\Thesis\pd\CSPAll\SN04eo_B_comb_dup.fits,SN04eo,B,duPont,0.016,SN2004eo,
D:\Thesis\pd\CSPAll\SN04eo_V_comb_dup.fits,SN04eo,V,duPont,0.016,SN2004eo,
D:\Thesis\pd\CSPAll\SN04ey_B_comb_dup.fits,SN04ey,B,duPont,0.016,SN2004ey,
D:\Thesis\pd\CSPAll\SN04ey_V_comb_dup.fits,SN04ey,V,duPont,0.016,SN2004ey,
D:\Thesis\pd\CSPAll\SN04gs_B_comb_dup.fits,SN04gs,B,duPont,0.027,SN2004gs,
D:\Thesis\pd\CSPAll\SN04gs_V_comb_dup.fits,SN04gs,V,duPont,0.027,SN2004gs,
D:\Thesis\pd\CSPAll\SN04gu_B_comb_dup.fits,SN04gu,B,duPont,0.046,SN2004gu,
D:\Thesis\pd\CSPAll\SN04gu_V_comb_dup.fits,SN04gu,V,duPont,0.046,SN2004gu,
D:\Thesis\pd\CSPAll\SN05A_B_comb_dup.fits,SN05A,B,duPont,0.019,SN2005A,
D:\Thesis\pd\CSPAll\SN05A_V_comb_dup.fits,SN05A,V,duPont,0.019,SN2005A,
D:\Thesis\pd\CSPAll\SN05ag_B_comb_dup.fits,SN05ag,B,duPont,0.08,SN2005ag,
D:\Thesis\pd\CSPAll\SN05ag_V_comb_dup.fits,SN05ag,V,duPont,0.08,SN2005ag,
D:\Thesis\pd\CSPAll\SN05al_B_comb_dup.fits,SN05al,B,duPont,0.012,SN2005al,
D:\Thesis\pd\CSPAll\SN05al_V_comb_dup.fits,SN05al,V,duPont,0.012,SN2005al,
D:\Thesis\pd\CSPAll\SN05am_B_comb_dup.fits,SN05am,B,duPont,0.008,SN2005am,
D:\Thesis\pd\CSPAll\SN05am_V_comb_dup.fits,SN05am,V,duPont,0.008,SN2005am,
D:\Thesis\pd\CSPAll\SN05be_B_comb_dup.fits,SN05be,B,duPont,0.034,SN2005be,
D:\Thesis\pd\CSPAll\SN05be_V_comb_dup.fits,SN05be,V,duPont,0.034,SN2005be,
D:\Thesis\pd\CSPAll\SN05bg_B_comb_dup.fits,SN05bg,B,duPont,0.023,SN2005bg,
D:\Thesis\pd\CSPAll\SN05bg_V_comb_dup.fits,SN05bg,V,duPont,0.023,SN2005bg,
D:\Thesis\pd\CSPAll\SN05bl_B_comb_dup.fits,SN05bl,B,duPont,0.024,SN2005bl,
D:\Thesis\pd\CSPAll\SN05bl_V_comb_dup.fits,SN05bl,V,duPont,0.024,SN2005bl,
D:\Thesis\pd\CSPAll\SN05bo_B_comb_dup.fits,SN05bo,B,duPont,0.014,SN2005bo,
D:\Thesis\pd\CSPAll\SN05bo_V_comb_dup.fits,SN05bo,V,duPont,0.014,SN2005bo,
D:\Thesis\pd\CSPAll\SN05el_B_comb_dup.fits,SN05el,B,duPont,0.015,SN2005el,
D:\Thesis\pd\CSPAll\SN05el_V_comb_dup.fits,SN05el,V,duPont,0.015,SN2005el,
D:\Thesis\pd\CSPAll\SN05eq_B_comb_dup.fits,SN05eq,B,duPont,0.029,SN2005eq,
D:\Thesis\pd\CSPAll\SN05eq_V_comb_dup.fits,SN05eq,V,duPont,0.029,SN2005eq,
D:\Thesis\pd\CSPAll\SN05gj_r_comb_dup.fits,SN05gj,R,duPont,0.062,SN2005gj,
D:\Thesis\pd\CSPAll\SN05gj_V_comb_dup.fits,SN05gj,V,duPont,0.062,SN2005gj,
D:\Thesis\pd\CSPAll\SN05hc_B_comb_dup.fits,SN05hc,B,duPont,0.046,SN2005hc,
D:\Thesis\pd\CSPAll\SN05hc_V_comb_dup.fits,SN05hc,V,duPont,0.046,SN2005hc,
D:\Thesis\pd\CSPAll\SN05hj_B_comb_dup.fits,SN05hj,B,duPont,0.0574,SN2005hj,
D:\Thesis\pd\CSPAll\SN05hj_V_comb_dup.fits,SN05hj,V,duPont,0.0574,SN2005hj,
D:\Thesis\pd\CSPAll\SN05hk_B_comb_dup.fits,SN05hk,B,duPont,0.013,SN2005hk,
D:\Thesis\pd\CSPAll\SN05hk_V_comb_dup.fits,SN05hk,V,duPont,0.013,SN2005hk,
D:\Thesis\pd\CSPAll\SN05iq_B_comb_dup.fits,SN05iq,B,duPont,0.034,SN2005iq,
D:\Thesis\pd\CSPAll\SN05iq_V_comb_dup.fits,SN05iq,V,duPont,0.034,SN2005iq,
D:\Thesis\pd\CSPAll\SN05ir_B_comb_dup.fits,SN05ir,B,duPont,0.0764,SN2005ir,
D:\Thesis\pd\CSPAll\SN05ir_V_comb_dup.fits,SN05ir,V,duPont,0.0764,SN2005ir,
D:\Thesis\pd\CSPAll\SN05kc_B_comb_dup.fits,SN05kc,B,duPont,0.015,SN2005kc,
D:\Thesis\pd\CSPAll\SN05kc_V_comb_dup.fits,SN05kc,V,duPont,0.015,SN2005kc,
D:\Thesis\pd\CSPAll\SN05ke_V_comb_swo.fits,SN05ke,V,Swope,0.005,SN2005ke,
D:\Thesis\pd\CSPAll\SN05ki_V_comb_swo.fits,SN05ki,V,Swope,0.019,SN2005ki,
D:\Thesis\pd\CSPAll\SN05ku_V_comb_swo.fits,SN05ku,V,Swope,0.04541,SN2005ku,
D:\Thesis\pd\CSPAll\SN05lu_B_comb_dup.fits,SN05lu,B,duPont,0.032,SN2005lu,
D:\Thesis\pd\CSPAll\SN05lu_V_comb_dup.fits,SN05lu,V,duPont,0.032,SN2005lu,
D:\Thesis\pd\CSPAll\SN05M_B_comb_dup.fits,SN05M,B,duPont,0.025,SN2005M,
D:\Thesis\pd\CSPAll\SN05M_V_comb_dup.fits,SN05M,V,duPont,0.025,SN2005M,
D:\Thesis\pd\CSPAll\SN05mc_V_comb_swo.fits,SN05mc,V,Swope,0.025,SN2005mc,
D:\Thesis\pd\CSPAll\SN05na_V_comb_swo.fits,SN05na,V,Swope,0.026,SN2005na,
D:\Thesis\pd\CSPAll\SN05W_B_comb_dup.fits,SN05W,B,duPont,0.009,SN2005W,
D:\Thesis\pd\CSPAll\SN05W_V_comb_dup.fits,SN05W,V,duPont,0.009,SN2005W,
D:\Thesis\pd\CSPAll\SN06ax_B_comb_dup.fits,SN06ax,B,duPont,0.017,SN2006ax,
D:\Thesis\pd\CSPAll\SN06ax_V_comb_dup.fits,SN06ax,V,duPont,0.017,SN2006ax,
D:\Thesis\pd\CSPAll\SN06bd_B_comb_dup.fits,SN06bd,B,duPont,0.026,SN2006bd,
D:\Thesis\pd\CSPAll\SN06bd_V_comb_dup.fits,SN06bd,V,duPont,0.026,SN2006bd,
D:\Thesis\pd\CSPAll\SN06bh_V_comb_swo.fits,SN06bh,V,Swope,0.011,SN2006bh,
D:\Thesis\pd\CSPAll\SN06br_B_comb_dup.fits,SN06br,B,duPont,0.025,SN2006br,
D:\Thesis\pd\CSPAll\SN06bt_V_comb_swo.fits,SN06bt,V,Swope,0.032,SN2006bt,
D:\Thesis\pd\CSPAll\SN06D_B_comb_dup.fits,SN06D,B,duPont,0.009,SN2006D,
D:\Thesis\pd\CSPAll\SN06D_V_comb_dup.fits,SN06D,V,duPont,0.009,SN2006D,
D:\Thesis\pd\CSPAll\SN06dd_V_comb_swo.fits,SN06dd,V,Swope,0.006,SN2006dd,
D:\Thesis\pd\CSPAll\SN06ef_B_comb_dup.fits,SN06ef,B,duPont,0.018,SN2006ef,
D:\Thesis\pd\CSPAll\SN06ef_V_comb_dup.fits,SN06ef,V,duPont,0.018,SN2006ef,
D:\Thesis\pd\CSPAll\SN06ej_B_comb_dup.fits,SN06ej,B,duPont,0.02,SN2006ej,
D:\Thesis\pd\CSPAll\SN06ej_V_comb_dup.fits,SN06ej,V,duPont,0.02,SN2006ej,
D:\Thesis\pd\CSPAll\SN06eq_V_comb_swo.fits,SN06eq,V,Swope,0.05,SN2006eq,
D:\Thesis\pd\CSPAll\SN06et_B_comb_dup.fits,SN06et,B,duPont,0.023,SN2006et,
D:\Thesis\pd\CSPAll\SN06et_V_comb_dup.fits,SN06et,V,duPont,0.023,SN2006et,
D:\Thesis\pd\CSPAll\SN06ev_V_comb_swo.fits,SN06ev,V,Swope,0.029,SN2006ev,
D:\Thesis\pd\CSPAll\SN06fw_B_comb_dup.fits,SN06fw,B,duPont,0.0835,SN2006fw,
D:\Thesis\pd\CSPAll\SN06fw_V_comb_dup.fits,SN06fw,V,duPont,0.0835,SN2006fw,
D:\Thesis\pd\CSPAll\SN06gj_V_comb_swo.fits,SN06gj,V,Swope,0.028,SN2006gj,
D:\Thesis\pd\CSPAll\SN06gt_V_comb_swo.fits,SN06gt,V,Swope,0.045,SN2006gt,
D:\Thesis\pd\CSPAll\SN06hb_V_comb_swo.fits,SN06hb,V,Swope,0.015,SN2006hb,
D:\Thesis\pd\CSPAll\SN06hx_B_comb_dup.fits,SN06hx,B,duPont,0.045,SN2006hx,
D:\Thesis\pd\CSPAll\SN06hx_V_comb_dup.fits,SN06hx,V,duPont,0.045,SN2006hx,
D:\Thesis\pd\CSPAll\SN06is_V_comb_swo.fits,SN06is,V,Swope,0.031,SN2006is,
D:\Thesis\pd\CSPAll\SN06kf_B_comb_dup.fits,SN06kf,B,duPont,0.021,SN2006kf,
D:\Thesis\pd\CSPAll\SN06kf_V_comb_dup.fits,SN06kf,V,duPont,0.021,SN2006kf,
D:\Thesis\pd\CSPAll\SN06lu_B_comb_dup.fits,SN06lu,B,duPont,0.068,SN2006lu,
D:\Thesis\pd\CSPAll\SN06lu_V_comb_dup.fits,SN06lu,V,duPont,0.068,SN2006lu,
D:\Thesis\pd\CSPAll\SN06ob_V_comb_swo.fits,SN06ob,V,Swope,0.059,SN2006ob,
D:\Thesis\pd\CSPAll\SN06os_B_comb_dup.fits,SN06os,B,duPont,0.033,SN2006os,
D:\Thesis\pd\CSPAll\SN06os_V_comb_dup.fits,SN06os,V,duPont,0.033,SN2006os,
D:\Thesis\pd\CSPAll\SN06ot_B_comb_dup.fits,SN06ot,B,duPont,0.053,SN2006ot,
D:\Thesis\pd\CSPAll\SN06ot_V_comb_dup.fits,SN06ot,V,duPont,0.053,SN2006ot,
D:\Thesis\pd\CSPAll\SN06py_V_comb_swo.fits,SN06py,V,Swope,0.058,SN2006py,
D:\Thesis\pd\CSPAll\SN07af_B_comb_dup.fits,SN07af,B,duPont,0.005,SN2007af,
D:\Thesis\pd\CSPAll\SN07af_V_comb_dup.fits,SN07af,V,duPont,0.005,SN2007af,
D:\Thesis\pd\CSPAll\SN07ai_V_comb_swo.fits,SN07ai,V,Swope,0.032,SN2007ai,
D:\Thesis\pd\CSPAll\SN07al_B_comb_dup.fits,SN07al,B,duPont,0.012,SN2007al,
D:\Thesis\pd\CSPAll\SN07al_V_comb_dup.fits,SN07al,V,duPont,0.012,SN2007al,
D:\Thesis\pd\CSPAll\SN07as_B_comb_dup.fits,SN07as,B,duPont,0.018,SN2007as,
D:\Thesis\pd\CSPAll\SN07as_V_comb_dup.fits,SN07as,V,duPont,0.018,SN2007as,
D:\Thesis\pd\CSPAll\SN07ax_V_comb_swo.fits,SN07ax,V,Swope,0.007,SN2007ax,
D:\Thesis\pd\CSPAll\SN07ba_B_comb_dup.fits,SN07ba,B,duPont,0.039,SN2007ba,
D:\Thesis\pd\CSPAll\SN07ba_V_comb_dup.fits,SN07ba,V,duPont,0.039,SN2007ba,
D:\Thesis\pd\CSPAll\SN07bc_B_comb_dup.fits,SN07bc,B,duPont,0.021,SN2007bc,
D:\Thesis\pd\CSPAll\SN07bc_V_comb_dup.fits,SN07bc,V,duPont,0.021,SN2007bc,
D:\Thesis\pd\CSPAll\SN07bd_B_comb_dup.fits,SN07bd,B,duPont,0.031,SN2007bd,
D:\Thesis\pd\CSPAll\SN07bd_V_comb_dup.fits,SN07bd,V,duPont,0.031,SN2007bd,
D:\Thesis\pd\CSPAll\SN07bm_B_comb_dup.fits,SN07bm,B,duPont,0.006,SN2007bm,
D:\Thesis\pd\CSPAll\SN07bm_V_comb_dup.fits,SN07bm,V,duPont,0.006,SN2007bm,
D:\Thesis\pd\CSPAll\SN07ca_B_comb_dup.fits,SN07ca,B,duPont,0.014,SN2007ca,
D:\Thesis\pd\CSPAll\SN07ca_V_comb_dup.fits,SN07ca,V,duPont,0.014,SN2007ca,
D:\Thesis\pd\CSPAll\SN07cg_B_comb_dup.fits,SN07cg,B,duPont,0.033,SN2007cg,
D:\Thesis\pd\CSPAll\SN07cg_V_comb_dup.fits,SN07cg,V,duPont,0.033,SN2007cg,
D:\Thesis\pd\CSPAll\SN07hj_B_comb_dup.fits,SN07hj,B,duPont,0.014,SN2007hj,
D:\Thesis\pd\CSPAll\SN07hj_V_comb_dup.fits,SN07hj,V,duPont,0.014,SN2007hj,
D:\Thesis\pd\CSPAll\SN07hx_B_comb_dup.fits,SN07hx,B,duPont,0.0798,SN2007hx,
D:\Thesis\pd\CSPAll\SN07hx_V_comb_dup.fits,SN07hx,V,duPont,0.0798,SN2007hx,
D:\Thesis\pd\CSPAll\SN07jd_B_comb_dup.fits,SN07jd,B,duPont,0.0727,SN2007jd,
D:\Thesis\pd\CSPAll\SN07jd_V_comb_dup.fits,SN07jd,V,duPont,0.0727,SN2007jd,
D:\Thesis\pd\CSPAll\SN07jg_B_comb_dup.fits,SN07jg,B,duPont,0.037,SN2007jg,
D:\Thesis\pd\CSPAll\SN07jg_V_comb_dup.fits,SN07jg,V,duPont,0.037,SN2007jg,
D:\Thesis\pd\CSPAll\SN07jh_B_comb_dup.fits,SN07jh,B,duPont,0.04077,SN2007jh,
D:\Thesis\pd\CSPAll\SN07jh_V_comb_dup.fits,SN07jh,V,duPont,0.04077,SN2007jh,
D:\Thesis\pd\CSPAll\SN07le_B_comb_dup.fits,SN07le,B,duPont,0.007,SN2007le,
D:\Thesis\pd\CSPAll\SN07le_V_comb_dup.fits,SN07le,V,duPont,0.007,SN2007le,
D:\Thesis\pd\CSPAll\SN07N_B_comb_dup.fits,SN07N,B,duPont,0.013,SN2007N,
D:\Thesis\pd\CSPAll\SN07N_V_comb_dup.fits,SN07N,V,duPont,0.013,SN2007N,
D:\Thesis\pd\CSPAll\SN07nq_B_comb_dup.fits,SN07nq,B,duPont,0.045,SN2007nq,
D:\Thesis\pd\CSPAll\SN07nq_V_comb_dup.fits,SN07nq,V,duPont,0.045,SN2007nq,
D:\Thesis\pd\CSPAll\SN07ol_B_comb_dup.fits,SN07ol,B,duPont,0.056,SN2007ol,
D:\Thesis\pd\CSPAll\SN07ol_V_comb_dup.fits,SN07ol,V,duPont,0.056,SN2007ol,
D:\Thesis\pd\CSPAll\SN07on_B_comb_dup.fits,SN07on,B,duPont,0.006,SN2007on,
D:\Thesis\pd\CSPAll\SN07on_V_comb_dup.fits,SN07on,V,duPont,0.006,SN2007on,
D:\Thesis\pd\CSPAll\SN07S_B_comb_dup.fits,SN07S,B,duPont,0.014,SN2007S,
D:\Thesis\pd\CSPAll\SN07S_V_comb_dup.fits,SN07S,V,duPont,0.014,SN2007S,
D:\Thesis\pd\CSPAll\SN07so_B_comb_dup.fits,SN07so,B,duPont,0.03,SN2007so,
D:\Thesis\pd\CSPAll\SN07so_V_comb_dup.fits,SN07so,V,duPont,0.03,SN2007so,
D:\Thesis\pd\CSPAll\SN07st_B_comb_dup.fits,SN07st,B,duPont,0.021,SN2007st,
D:\Thesis\pd\CSPAll\SN07st_V_comb_dup.fits,SN07st,V,duPont,0.021,SN2007st,
D:\Thesis\pd\CSPAll\SN07ux_B_comb_dup.fits,SN07ux,B,duPont,0.031,SN2007ux,
D:\Thesis\pd\CSPAll\SN07ux_V_comb_dup.fits,SN07ux,V,duPont,0.031,SN2007ux,
D:\Thesis\pd\CSPAll\SN08ae_B_comb_dup.fits,SN08ae,B,duPont,0.03,SN2008ae,
D:\Thesis\pd\CSPAll\SN08ae_V_comb_dup.fits,SN08ae,V,duPont,0.03,SN2008ae,
D:\Thesis\pd\CSPAll\SN08ar_B_comb_dup.fits,SN08ar,B,duPont,0.026,SN2008ar,
D:\Thesis\pd\CSPAll\SN08ar_V_comb_dup.fits,SN08ar,V,duPont,0.026,SN2008ar,
D:\Thesis\pd\CSPAll\SN08bc_B_comb_dup.fits,SN08bc,B,duPont,0.015,SN2008bc,
D:\Thesis\pd\CSPAll\SN08bc_V_comb_dup.fits,SN08bc,V,duPont,0.015,SN2008bc,
D:\Thesis\pd\CSPAll\SN08bd_B_comb_dup.fits,SN08bd,B,duPont,0.03,SN2008bd,
D:\Thesis\pd\CSPAll\SN08bd_V_comb_dup.fits,SN08bd,V,duPont,0.03,SN2008bd,
D:\Thesis\pd\CSPAll\SN08bi_B_comb_dup.fits,SN08bi,B,duPont,0.013,SN2008bi,
D:\Thesis\pd\CSPAll\SN08bi_V_comb_dup.fits,SN08bi,V,duPont,0.013,SN2008bi,
D:\Thesis\pd\CSPAll\SN08bq_B_comb_dup.fits,SN08bq,B,duPont,0.034,SN2008bq,
D:\Thesis\pd\CSPAll\SN08bq_V_comb_dup.fits,SN08bq,V,duPont,0.034,SN2008bq,
D:\Thesis\pd\CSPAll\SN08bt_B_comb_dup.fits,SN08bt,B,duPont,0.015,SN2008bt,
D:\Thesis\pd\CSPAll\SN08bt_V_comb_dup.fits,SN08bt,V,duPont,0.015,SN2008bt,
D:\Thesis\pd\CSPAll\SN08bz_B_comb_dup.fits,SN08bz,B,duPont,0.06,SN2008bz,
D:\Thesis\pd\CSPAll\SN08bz_V_comb_dup.fits,SN08bz,V,duPont,0.06,SN2008bz,
D:\Thesis\pd\CSPAll\SN08C_B_comb_dup.fits,SN08C,B,duPont,0.017,SN2008C,
D:\Thesis\pd\CSPAll\SN08C_V_comb_dup.fits,SN08C,V,duPont,0.017,SN2008C,
D:\Thesis\pd\CSPAll\SN08cc_B_comb_dup.fits,SN08cc,B,duPont,0.0104,SN2008cc,
D:\Thesis\pd\CSPAll\SN08cc_V_comb_dup.fits,SN08cc,V,duPont,0.0104,SN2008cc,
